Key	Korean	English
speaker_narration	나레이션	Narration
speaker_sherry	셰리	Sherry
speaker_karin	카린	Karin
speaker_lucifer	루시퍼	Lucifer
lucifer_affinity_03_001_body	셰리. 술은 그렇게 맛있는 겁니까? 카린도 맛이 궁금합니다.	Sherry. Is alcohol really that tasty? Karin is curious about the taste too.
lucifer_affinity_03_002_body	꼬맹이한테는 너무 일러.	It is too early for a kid.
lucifer_affinity_03_003_body	카린은 안드로이드입니다. 생물학적 미성년자는 아닙니다.	Karin is an android. Karin is not biologically underage.
lucifer_affinity_03_004_body	이렇게 불량한 아이로 키운 적은 없는데...	I do not remember raising you to be such a delinquent child...
lucifer_affinity_03_005_body	그, 그러면 무알코올 음료라면 괜찮지 않을까요...? 분명 이쪽에... 아니, 저쪽이었나... 아마 이 병이...	Th-then perhaps a non-alcoholic drink would be all right...? It was definitely over here... no, was it over there...? Maybe this bottle...
lucifer_affinity_03_006_body	와아! 감사합니다, 루시퍼 씨!	Wow! Thank you, Lucifer!
lucifer_affinity_03_007_body	안 좋은 예감이 드는데...	I have a bad feeling about this...
lucifer_affinity_03_008_body	셰리... 쌍둥이가 있었다면 미리 말씀해 주셨어야죠.	Sherry... If you had a twin, you should have told me in advance.
lucifer_affinity_03_009_body	......	......
lucifer_affinity_03_010_body	......	......
lucifer_affinity_03_011_body	이런 예감만큼은 잘 맞는단 말이지.	These kinds of feelings are always right.
lucifer_affinity_03_012_body	아... 아아... 죄송합니다! 병을 착각했습니다! 저는 병따개보다 못한 바텐더입니다...	Ah... aaah... I am sorry! I mixed up the bottles! I am a bartender worse than a bottle opener...
lucifer_affinity_03_013_body	셰리가 두 명이면 전투력도 두 배입니다... 무적입니다!	If there are two Sherrys, the combat power is doubled... Invincible!
lucifer_affinity_03_014_body	안드로이드도 취하는 줄은 몰랐는데.	I did not know androids could get drunk too.
lucifer_affinity_03_015_body	카린은 고성능입니다...	Karin is high-performance...
lucifer_affinity_03_016_body	고성능이라면 취하지 않아야 하는 거 아닌가.	If you are high-performance, should you not avoid getting drunk?
lucifer_affinity_03_017_body	죄송합니다! 이, 일단 물이라도... 아, 안드로이드는 어떻게 해야...	I am sorry! F-for now, maybe some water... Ah, what should I do for an android...
lucifer_affinity_03_018_body	셰리... 바닥이 카린을 강하게 부르고 있습니다...	Sherry... the floor is calling Karin very strongly...
lucifer_affinity_03_019_body	슬러프의 시설 랭크가 상승했다!	Slough's facility rank has increased!
