lineID	speakerID	leftActorID	rightActorID	leftExpressionID	rightExpressionID	speakerNameKey	bodyTextKey	lineEndAction	lineEndActionValue	backgroundID	storyImageID	choiceID	clearBackground	showStoryImage	hasChoice	yesTextKey	noTextKey	yesAction	noAction	yesActionValue	noActionValue	yesNextLineID	noNextLineID
belphegor_affinity_03_001	karin	karin	sherry	smile	smile	speaker_karin	belphegor_affinity_03_001_body			Casino			FALSE	FALSE	FALSE								
belphegor_affinity_03_002	sherry	karin	sherry	smile	smile	speaker_sherry	belphegor_affinity_03_002_body						FALSE	FALSE	FALSE								
belphegor_affinity_03_003	belphegor	karin	belphegor	smile	yawn	speaker_belphegor	belphegor_affinity_03_003_body						FALSE	FALSE	FALSE								
belphegor_affinity_03_004	karin	karin	belphegor	proud	yawn	speaker_karin	belphegor_affinity_03_004_body						FALSE	FALSE	FALSE								
belphegor_affinity_03_005	sherry	karin	sherry	proud	perplexed	speaker_sherry	belphegor_affinity_03_005_body						FALSE	FALSE	FALSE								
belphegor_affinity_03_006	narration					speaker_narration	belphegor_affinity_03_006_body						FALSE	FALSE	FALSE								
belphegor_affinity_03_007	karin	karin	sherry	tired	perplexed	speaker_karin	belphegor_affinity_03_007_body						FALSE	FALSE	FALSE								
belphegor_affinity_03_008	belphegor	karin	belphegor	tired	worry	speaker_belphegor	belphegor_affinity_03_008_body						FALSE	FALSE	FALSE								
belphegor_affinity_03_009	karin	karin	belphegor	confront	worry	speaker_karin	belphegor_affinity_03_009_body						FALSE	FALSE	FALSE								
belphegor_affinity_03_010	sherry	karin	sherry	confront	smug	speaker_sherry	belphegor_affinity_03_010_body						FALSE	FALSE	FALSE								
belphegor_affinity_03_011	belphegor	karin	belphegor	confront	lazy	speaker_belphegor	belphegor_affinity_03_011_body						FALSE	FALSE	FALSE								
belphegor_affinity_03_012	narration					speaker_narration	belphegor_affinity_03_012_body						FALSE	FALSE	FALSE								
belphegor_affinity_03_013	karin	karin	belphegor	confront	lazy	speaker_karin	belphegor_affinity_03_013_body						FALSE	FALSE	FALSE								
belphegor_affinity_03_014	sherry	karin	sherry	confront	perplexed	speaker_sherry	belphegor_affinity_03_014_body						FALSE	FALSE	FALSE								
belphegor_affinity_03_015	karin	karin	sherry	persuade	perplexed	speaker_karin	belphegor_affinity_03_015_body						FALSE	FALSE	FALSE								
belphegor_affinity_03_016	belphegor	karin	belphegor	persuade	smile	speaker_belphegor	belphegor_affinity_03_016_body						FALSE	FALSE	FALSE								
belphegor_affinity_03_017	sherry	karin	sherry	persuade	perplexed	speaker_sherry	belphegor_affinity_03_017_body						FALSE	FALSE	FALSE								
belphegor_affinity_03_018	karin	karin	sherry	desperate	perplexed	speaker_karin	belphegor_affinity_03_018_body						FALSE	FALSE	FALSE								
belphegor_affinity_03_019	sherry	karin	sherry	desperate	perplexed	speaker_sherry	belphegor_affinity_03_019_body						FALSE	FALSE	FALSE								
belphegor_affinity_03_020	belphegor	karin	belphegor	desperate	lazy	speaker_belphegor	belphegor_affinity_03_020_body						FALSE	FALSE	FALSE								
belphegor_affinity_03_021	narration					speaker_narration	belphegor_affinity_03_021_body	UpgradePendingFacilityRank					FALSE	FALSE	FALSE								
