Key	Korean	English
speaker_narration	나레이션	Narration
speaker_sherry	셰리	Sherry
speaker_karin	카린	Karin
speaker_belphegor	벨페고르	Belphegor
belphegor_affinity_03_001_body	셰리. 카린도 슬롯을 직접 체험해보고 싶습니다.	Sherry. Karin would like to experience the slots directly as well.
belphegor_affinity_03_002_body	조금이라면 괜찮겠지. 인생 경험도 되고... 아마도.	A little should be fine. It could be life experience... probably.
belphegor_affinity_03_003_body	음냐... 처음엔 다들 그렇게 말해...	Mnya... Everyone says that at first...
belphegor_affinity_03_004_body	카린은 도박에 빠지지 않습니다. 목적은 순수한 체험과 데이터 수집입니다.	Karin will not get hooked on gambling. The purpose is pure experience and data collection.
belphegor_affinity_03_005_body	방금 그거, 꽤 선명한 플래그처럼 들렸는데.	That just sounded like a pretty clear flag.
belphegor_affinity_03_006_body	카린이 조심스럽게 레버를 당겼다.	Karin carefully pulled the lever.
belphegor_affinity_03_007_body	실패입니다. 하지만 기호가 두 개 일치했습니다.	It is a failure. However, two symbols matched.
belphegor_affinity_03_008_body	아깝네...	So close...
belphegor_affinity_03_009_body	아직 데이터가 부족합니다. 한 번만 더 시도해보겠습니다.	There is still insufficient data. I will try one more time.
belphegor_affinity_03_010_body	뭐, 한 판으로 끝내기엔 좀 아쉽긴 하지.	Well, ending after just one round does feel a little unsatisfying.
belphegor_affinity_03_011_body	음냐... 다들 그렇게 한 판씩 늘어나...	Mnya... That is how everyone adds one more round at a time...
belphegor_affinity_03_012_body	카린은 이후로도 몇 번이나 레버를 당겼다.	Karin pulled the lever several more times after that.
belphegor_affinity_03_013_body	셰리. 현재까지의 시행 횟수, 기호 배열의 가짓수, 직전 결과의 근접도를 종합하면 다음 시도에서 성공할 가능성이 높습니다.	Sherry. Based on the number of attempts so far, the possible symbol arrangements, and how close the previous result was, the next attempt has a high chance of success.
belphegor_affinity_03_014_body	아까도 그 말 들은 것 같은데.	I feel like I heard that earlier.
belphegor_affinity_03_015_body	셰리. 상상해보세요. 부자가 된 저희를. 매일 맛있는 음식을 먹고, 외상도 전부 갚고, 술도 더 좋은 것으로 마실 수 있습니다!	Sherry. Imagine it. Us, rich. We can eat delicious food every day, pay off all the tabs, and drink even better liquor!
belphegor_affinity_03_016_body	음냐... 좋은 눈이 됐네... 잭팟 직전의 사람은 다 그런 눈을 해...	Mnya... Those are good eyes... Everyone right before a jackpot has eyes like that...
belphegor_affinity_03_017_body	허상을 쫓는 눈이겠지. 말리는 걸 도와.	Eyes chasing an illusion, you mean. Help me stop her.
belphegor_affinity_03_018_body	셰리. 슬롯머신이 카린에게 속삭이고 있습니다. 다음엔 잭팟이라고!	Sherry. The slot machine is whispering to Karin. It says the next one will be a jackpot!
belphegor_affinity_03_019_body	너... 그런 기능도 있었냐...? 아니, 있다 해도 그건 위험한 속삭임이야. 악마의 유혹이라고.	You... had that function too...? No, even if you do, that is a dangerous whisper. A devil's temptation.
belphegor_affinity_03_020_body	음냐... 나도 가끔 들어... 레버를 많이 당기다 보면 점점 선명해져...	Mnya... I hear it sometimes too... The more you pull the lever, the clearer it gets...
belphegor_affinity_03_021_body	카지노의 시설 랭크가 상승했다!	The casino's facility rank has increased!
